,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,model_name,screen_size,ram,os,customer_review
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,11.6,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,HP Chromebook 11A-NA0002MU,11.6,4,Chrome,"i also feel like apple hides too much under the hood from the user , but i suppose you can still work around that if you are so inclined ."
5016,Dell,Dell Inspiron 5370,35990,Intel Core i5 8250U 1.6GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,13.3,AMD Radeon 530,AMD,256 GB SSD Storage,No HDD,180,65W Adapter,Dell Inspiron 5370,13.3,4GB,Windows 10,this is not a new unit .
5017,HP,HP Elitebook 820,30990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LED,12.5,Intel HD Graphics 520,Intel,128 GB SSD Storage,No HDD,65,45W Adapter,HP Elitebook 820,12.5,4GB,Windows 11,this laptop has handled everything i have thrown at it .
5018,Dell,Dell Inspiron 5567,35990,Intel Core i5 7200U 2.5GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,AMD Radeon R7 M445,AMD,No SSD,1024 GB HDD Storage,35, Upto 6 Hrs Battery Life,Dell Inspiron 5567,15.6,8GB,Windows 10,i would however spend $ 300 on this device .
5019,MSI,MSI GS70 Stealth,74990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.8 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 965M,Nvidia,256 GB SSD Storage,No HDD,45, Upto 13 Hrs Battery Life,MSI GS70 Stealth,17.3,8GB,Windows 10,the keypad is really nice and i like the back light on it although i didn ' t think it was anything i really wanted .
5020,HP,HP 250 G5,30990,Intel Pentium Quad Core N3710 1.6GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 405,Intel,No SSD,1024 GB HDD Storage,150,65W Adapter,HP 250 G5,15.6,4GB,Windows 10,"the screen looks amazing , ips it seems ."
5021,Asus,Asus G752VY-GC162T (i7-6700HQ/16GB/1TB,64990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.2 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 980M,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,no,Not Specified,Asus G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,16GB,Windows 10,great price - i always buy the warranty .
5022,Dell,Dell Latitude E5270,35990,Intel Core i3 6100U 2.3GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,12.5,Intel HD Graphics 520,Intel,No SSD,500 GB HDD Storage,50,Not Specified,Dell Latitude E5270,12.5,4GB,Windows 11,it ' s an easy one for me : the 302 offers a better experience overall and it ' s not close .
5023,Dell,Dell Latitude E5270,35990,Intel Core i3 6100U 2.3GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,12.5,Intel HD Graphics 520,Intel,128 GB SSD Storage,No HDD,no,150W Adapter,Dell Latitude E5270,12.5,4GB,Windows 11,it ' s extremely fast and has very little lag when opening pages or surfing the web .
5024,Acer,Acer Chromebook 15,32990,Intel Celeron Dual Core 3205U 1.5GHz,Intel,Not Expandable,4GB, DDR4 RAM ,0,LED,15.6,Intel HD Graphics,Intel,16 GB SSD Storage,No HDD,no,150W Adapter,Acer Chromebook 15,15.6,4GB,Chrome,the boot up is fast .
5025,HP,HP ZBook 17,30990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,17.3,AMD FirePro W6150M,AMD,No SSD,1024 GB HDD Storage,150,42W Adapter,HP ZBook 17,17.3,8GB,Windows 11,everything is very smooth and fast .
5026,Dell,Dell Latitude E5270,35990,Intel Core i5 6200U 2.3GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,12.5,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,33,Not Specified,Dell Latitude E5270,12.5,8GB,Windows 11,i went with this one because keys are better and i like the laptop feel and look to it .
5027,MSI,MSI GE72 Apache,74990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.8 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 960M,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,45,35W Adapter,MSI GE72 Apache,17.3,8GB,Windows 10,i originally purchased this at the beginning of april after about a week it stopped charging ( would receive ` ` low power charger ` ` connected message and not charge ) .
5028,Lenovo,Lenovo Yoga 500-15ISK,34990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,65, Upto 4 Hrs Battery Life,Lenovo Yoga 500-15ISK,15.6,4GB,Windows 10,machine is totally unusable during the update .
5029,HP,HP 15-bw011nv (A6-9220/4GB/1TB/FHD/W10),30990,AMD A6-Series 9220 2.5GHz,AMD,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,AMD Radeon R4,AMD,No SSD,1024 GB HDD Storage,65, Upto 8.45 Hrs Battery Life,HP 15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15.6,4GB,Windows 10,"also , the batterly life that is reported by industry affiliates is way off ."
5030,Asus,Asus Rog GL552VW-CN470T,64990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 960M,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,65, Upto 5 Hrs Battery Life,Asus Rog GL552VW-CN470T,15.6,16GB,Windows 10,"absolutly horrible product , cheap components make for unreliable products , but when the nearest service location is 50 + miles away i wonder how much apple truly cares ?"
5031,HP,HP EliteBook 1030,30990,Intel Core M 6Y54 1.1GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,13.3,Intel HD Graphics 515,Intel,256 GB SSD Storage,No HDD,90,65W Adapter,HP EliteBook 1030,13.3,8GB,Windows 10,the other is excellent !
5032,Dell,Dell Vostro 3559,35990,Intel Core i5 6200U 2.3GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,AMD Radeon R5 M315,AMD,No SSD,500 GB HDD Storage,57,65W Adapter,Dell Vostro 3559,15.6,4GB,Windows 11,it started to get slow a week ago .
5033,Lenovo,Lenovo V110-15ISK (i3-6006U/4GB/128GB/W10),34990,Intel Core i3 6006U 2.0GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,128 GB SSD Storage,No HDD,45, Upto 22 Hrs Battery Life,Lenovo V110-15ISK (i3-6006U/4GB/128GB/W10),15.6,4GB,Windows 10,it is perfect for everything i need it for .
5034,HP,HP Spectre Pro,30990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,13.3,Intel HD Graphics 520,Intel,512 GB SSD Storage,No HDD,no,Not Specified,HP Spectre Pro,13.3,8GB,Windows 10,it had hard failure after a month and i had to send it our for a service .
5035,Lenovo,Lenovo Yoga Book,34990,Intel Atom x5-Z8550 1.44GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,10.1,Intel HD Graphics 400,Intel,64 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,Lenovo Yoga Book,10.1,4GB,Android,this is a decent laptop no thanks to asus support .
5036,Dell,Dell XPS 13,35990,Intel Core i7 7560U 2.4GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,13.3,Intel Iris Plus Graphics 640,Intel,256 GB SSD Storage,No HDD,65,Not Specified,Dell XPS 13,13.3,8GB,Windows 10,"light for its size , not much flex in the body ."
5037,Lenovo,Lenovo IdeaPad Y900-17ISK,34990,Intel Core i7 6820HK 2.7GHz,Intel,Not Expandable,16GB, DDR4 RAM, 2.4 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 980M,Nvidia,256 GB SSD Storage,No HDD,45, Upto 8 Hrs Battery Life,Lenovo IdeaPad Y900-17ISK,17.3,16GB,Windows 10,i love this chromebook !
5038,Razer,Razer Blade Stealth,358999,Intel Core i7 6500U 2.5GHz,Intel, 64 GB Expandable,8GB, DDR5 RAM , 1.8 Ghz Processor,LCD,12.5,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,65, Upto 7.5 Hrs Battery Life,Razer Blade Stealth,12.5,8GB,Windows 10,the display is excellent !
5039,Toshiba,Toshiba Portege X30-D-10K,64990,Intel Core i7 7500U 2.7GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.2 Ghz Processor,LCD,13.3,Intel HD Graphics 620,Intel,512 GB SSD Storage,No HDD,135, Upto 8 Hrs Battery Life,Toshiba Portege X30-D-10K,13.3,16GB,Windows 10,i ended up returning it .
5040,Asus,Asus Rog GL752VW-T4308T,64990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 960M,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,no,65W Adapter,Asus Rog GL752VW-T4308T,17.3,8GB,Windows 10,high quaility computer in every way .
5041,Vero,Vero V131 (X5-Z8350/4GB/32GB/FHD/W10),64990,Intel Atom X5-Z8350 1.44GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LCD,13.3,Intel HD Graphics 400,Intel,32 GB SSD Storage,No HDD,65, Upto 6.5 Hrs Battery Life,Vero V131 (X5-Z8350/4GB/32GB/FHD/W10),13.3,4GB,Windows 10,"my main complaint is the battery life , i see many positive reviews about the battery life ."
5042,HP,HP Spectre Pro,30990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,13.3,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,45,48W Adapter,HP Spectre Pro,13.3,8GB,Windows 10,"to make things worse , i currently live overseas and am highly doubtful that samsung would do anything about this , given that it was bought in the us ."
5043,HP,HP EliteBook 1040,30990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,14,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,no,Not Specified,HP EliteBook 1040,14,8GB,Windows 11,"when i first got it in the mail and i opened it up and turned it on for the first time , i was a little speechless because the retina display looks so good !"
5044,Dell,Dell Latitude E5570,35990,Intel Core i5 6200U 2.3GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,No SSD,500 GB HDD Storage,200, Upto 9 Hrs Battery Life,Dell Latitude E5570,15.6,4GB,Linux,"it ' s basically a useless brick , with shoddy hardware ."
5045,Asus,Asus VivoBook Max,64990,Intel Core i3 7100U 2.4GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Intel HD Graphics 620,Intel,No SSD,1024 GB HDD Storage,52, Upto 8 Hrs Battery Life,Asus VivoBook Max,15.6,4GB,Windows 10,2 ) slow start up and performance given
5046,Lenovo,Lenovo ThinkPad Yoga,34990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,14,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,45,Not Specified,Lenovo ThinkPad Yoga,14,8GB,Windows 10,- physically it is appealing looking .
5047,Lenovo,Lenovo Yoga Book,34990,Intel Atom x5-Z8550 1.44GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,10.1,Intel HD Graphics 400,Intel,64 GB SSD Storage,No HDD,135,Not Specified,Lenovo Yoga Book,10.1,4GB,Windows 10,stay far away from this laptop !
5048,HP,HP EliteBook 820,30990,Intel Core i5 6300U 2.4GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,12.5,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,65,Upto 9.4 Hrs Battery Life,HP EliteBook 820,12.5,8GB,Windows 11,i boot it up and notice quickly the display seems to be 720p ( or something close ) but for what i need this thing to do .
5049,HP,HP Omen -,30990,Intel Core i5 6300HQ 2.3GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,17.3,Nvidia GeForce GTX 1060,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,65, Upto 8 Hrs Battery Life,HP Omen -,17.3,8GB,Windows 10,this computer is amazing !
5050,HP,HP 15-bs078cl (i7-7500U/8GB/2TB/W10),30990,Intel Core i7 7500U 2.7GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 620,Intel,No SSD,2024 GB HDD Storage,no,65W Adapter,HP 15-bs078cl (i7-7500U/8GB/2TB/W10),15.6,8GB,Windows 10,for the price i think it ' s just fine .
5051,Lenovo,Lenovo ThinkPad P40,34990,Intel Core i7 6600U 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,14,Nvidia Quadro M500M,Nvidia,512 GB SSD Storage,No HDD,45,150W Adapter,Lenovo ThinkPad P40,14,8GB,Windows 11,- it runs hot !
5052,Asus,Asus L403NA-GA013TS (N3350/4GB/32GB/W10),64990,Intel Celeron Dual Core N3350 1.1GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LCD,14,Intel HD Graphics 500,Intel,32 GB SSD Storage,No HDD,170, Upto 6 Hrs Battery Life,Asus L403NA-GA013TS (N3350/4GB/32GB/W10),14,4GB,Windows 10,about what i was expecting / hoping it to be .
5053,Acer,Acer Aspire E5-576G,32990,Intel Core i5 7200U 2.5GHz,Intel,Not Expandable,4GB, DDR4 RAM ,0,LED,15.6,Nvidia GeForce 940MX,Nvidia,No SSD,1024 GB HDD Storage,no,210W Adapter,Acer Aspire E5-576G,15.6,4GB,Windows 10,beautiful resolution
5054,Lenovo,Lenovo IdeaPad 500-15ISK,34990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,16GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,AMD Radeon R7 M360,AMD,No SSD,No HDD,41,42W Adapter,Lenovo IdeaPad 500-15ISK,15.6,16GB,Windows 10,"the screen looks amazing , ips it seems ."
5055,HP,HP ZBook 17,30990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,17.3,Nvidia Quadro M3000M,Nvidia,256 GB SSD Storage,No HDD,230,45W Adapter,HP ZBook 17,17.3,8GB,Windows 11,"do your research , learn how to optimize your experience , and you ' ll love it !"
5056,Dell,Dell Inspiron 5567,35990,Intel Core i5 7200U 2.5GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,AMD Radeon R7 M445,AMD,No SSD,1024 GB HDD Storage,41,180W Adapter,Dell Inspiron 5567,15.6,8GB,Windows 10,"in general , it has the look and feel of a premium laptop that is at home in any situation such as sitting down with a client ."
5057,MSI,MSI GT72S Dominator,74990,Intel Core i7 6820HQ 2.7GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.8 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 980M,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,52,Not Specified,MSI GT72S Dominator,17.3,16GB,Windows 10,maybe this thing does suck without an internet connection .
5058,HP,HP EliteBook 850,30990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,no,33W Adapter,HP EliteBook 850,15.6,8GB,Windows 11,but this one was a piece of trash .
5059,Lenovo,Lenovo ThinkPad X1,34990,Intel Core i7 6600U 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 2.4 Ghz Processor,LCD,14,Intel HD Graphics 520,Intel,512 GB SSD Storage,No HDD,200, Upto 5 Hrs Battery Life,Lenovo ThinkPad X1,14,16GB,Windows 10,it has been able to handle everything i ' ve needed for my business .
5060,MSI,MSI GP62M 7RDX,74990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.8 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1050,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,230,45W Adapter,MSI GP62M 7RDX,15.6,8GB,Windows 10,the asus flip is perfect for me .
5061,HP,HP Spectre Pro,30990,Intel Core i5 6300U 2.4GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,13.3,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,150,Not Specified,HP Spectre Pro,13.3,8GB,Windows 10,"sometimes , under heavy loads , the bottom of the c302 gets warm to the touch , but not to the point of pain ."
5062,HP,HP ZBook 15,30990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Nvidia Quadro M1000M,Nvidia,256 GB SSD Storage,No HDD,no,Upto 17 Hrs Battery Life,HP ZBook 15,15.6,8GB,Windows 11,hot / dead pixels on screen after 4 months use .
5063,HP,HP Spectre Pro,30990,Intel Core i7 6600U 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,13.3,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,no, Upto 8 Hrs Battery Life,HP Spectre Pro,13.3,8GB,Windows 10,battery life is superb
5064,HP,HP ZBook Studio,30990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Nvidia Quadro M1000M,Nvidia,256 GB SSD Storage,No HDD,65,65W Adapter,HP ZBook Studio,15.6,8GB,Windows 11,"i am able to write , look up facts on the internet , and it has a pretty good battery life ."
5065,HP,HP EliteBook 820,30990,Intel Core i7 6500U 2.50GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,12.5,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,no,30W Adapter,HP EliteBook 820,12.5,8GB,Windows 11,- no ethernet connection and firewire 800 port .
5066,Dell,Dell Vostro 5568,35990,Intel Core i7 7500U 2.7GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce 940MX,Nvidia,256 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,Dell Vostro 5568,15.6,8GB,Windows 10,"do your research , learn how to optimize your experience , and you ' ll love it !"
5067,HP,HP EliteBook 850,30990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,65,Upto 4.5 Hrs Battery Life,HP EliteBook 850,15.6,8GB,Windows 11,no complaints here .
5068,Lenovo,Lenovo ThinkPad X1,34990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,14,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,70, Upto 9 Hrs Battery Life,Lenovo ThinkPad X1,14,8GB,Windows 10,all i got was a fancy 2lb metal slab that can only be used to swat flies .
5069,Lenovo,Lenovo V110-15ISK (i3-6006U/4GB/1TB/No,34990,Intel Core i3 6006U 2.0GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,No SSD,1024 GB HDD Storage,180, Upto 3 Hrs Battery Life,Lenovo V110-15ISK (i3-6006U/4GB/1TB/No,15.6,4GB,DOS,"the specs are good , its even faster since i added an additional 8b ram , making it a total of 16gb ."
5070,HP,HP 15-BA015wm (E2-7110/4GB/500GB/W10),30990,AMD E-Series 7110 1.8GHz,AMD,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,AMD Radeon R2 Graphics,AMD,No SSD,500 GB HDD Storage,45,Not Specified,HP 15-BA015wm (E2-7110/4GB/500GB/W10),15.6,4GB,Windows 10,"if it is indeed a software thing and it ' s fixed , i would highly recommend this device ."
5071,Lenovo,Lenovo B51-80 (i5-6200U/8GB/1TB/Radeon,34990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,AMD Radeon R5 M330,AMD,No SSD,1024 GB HDD Storage,32,150W Adapter,Lenovo B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,8GB,DOS,"if i had it to do over again , i would not buy this pc ."
5072,Dell,Dell Inspiron 7567,35990,Intel Core i7 7700HQ 2.8GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1050Ti,Nvidia,No SSD,1024 GB HDD Storage,33, Upto 7 Hrs Battery Life,Dell Inspiron 7567,15.6,8GB,Windows 10,"at $ 300 , this is a great purchase ."
5073,Dell,Dell XPS 15,35990,Intel Core i5 6300HQ 2.3GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce 960M,Nvidia,256 GB SSD Storage,No HDD,200,120W Adapter,Dell XPS 15,15.6,8GB,Windows 10,great price for a nice laptop .
5074,HP,HP 15-bw002nv (A6-9220/4GB/256GB/Radeon,30990,AMD A6-Series A6-9220 2.5GHz,AMD,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,AMD Radeon 520,AMD,256 GB SSD Storage,No HDD,no,150W Adapter,HP 15-bw002nv (A6-9220/4GB/256GB/Radeon,15.6,4GB,Windows 10,"bought it for a xmas gift , dead in less than 3 months ."
5075,MSI,MSI GP72M 7REX,74990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.8 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 1050 Ti,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,42,65W Adapter,MSI GP72M 7REX,17.3,16GB,Windows 10,after 6 months my eyboard key is not function very well .
5076,Lenovo,Lenovo ThinkPad T460s,34990,Intel Core i7 6600U 2.6GHz,Intel,Not Expandable,12GB, DDR4 RAM, 2.4 Ghz Processor,LCD,14,Intel HD Graphics 520,Intel,512 GB SSD Storage,No HDD,65,280W Adapter,Lenovo ThinkPad T460s,14,12GB,Windows 11,i absolutely love this chromebook !
5077,Lenovo,Lenovo B51-80 (i5-6200U/8GB/1008GB/Radeon,34990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,AMD Radeon R5 M330,AMD,No SSD,No HDD,120,41W Adapter,Lenovo B51-80 (i5-6200U/8GB/1008GB/Radeon,15.6,8GB,Windows 10,"when the computer is working hard , it doesn ' t burn my lap anymore ( although i do feel some hot air flowing through my fingertips , when i am typing , but i am okay with that ) ."
5078,HP,HP Spectre Pro,30990,Intel Core i7 6600U 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,13.3,Intel HD Graphics 520,Intel,512 GB SSD Storage,No HDD,135, Upto 10 Hrs Battery Life,HP Spectre Pro,13.3,8GB,Windows 10,the laptop was dead on arrival .
5079,Lenovo,Lenovo ThinkPad T460,34990,Intel Core i7 6600U 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,14,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,140,Not Specified,Lenovo ThinkPad T460,14,8GB,Windows 11,* extremely weak graphics card .
5080,MSI,MSI GS40 Phantom,74990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.8 Ghz Processor,LCD,14,Nvidia GeForce GTX 970M,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,45, Upto 6 Hrs Battery Life,MSI GS40 Phantom,14,16GB,Windows 10,i was able to download all of my games in a quick amount of time too .
5081,HP,HP Pavilion 15-cb003nv,30990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Nvidia GeForce GTX 1050,Nvidia,No SSD,1024 GB HDD Storage,65,41W Adapter,HP Pavilion 15-cb003nv,15.6,8GB,Windows 10,the screen looks fantastic and movies look great .
5082,Lenovo,Lenovo IdeaPad 310-15ISK,34990,Intel Core i3 6006U 2.0GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,No SSD,1024 GB HDD Storage,65,45W Adapter,Lenovo IdeaPad 310-15ISK,15.6,8GB,Windows 10,the mbp 13 ` ` is plenty mobile .
5083,HP,HP 250 G4,30990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 520,Intel,No SSD,500 GB HDD Storage,no,42W Adapter,HP 250 G4,15.6,4GB,DOS,"i was a bit apprehensive at first will ordering such an expensive item online , but it was delivered in perfect new condition ."
5084,Dell,Dell Inspiron 7567,35990,Intel Core i7 7700HQ 2.8GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1050 Ti,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,180,Not Specified,Dell Inspiron 7567,15.6,8GB,Windows 10,this laptop is my first time using the intel optane thing and after this i can not recommend it .
5085,Lenovo,Lenovo ThinkPad T570,34990,Intel Core i5 7200U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 620,Intel,256 GB SSD Storage,No HDD,no,230W Adapter,Lenovo ThinkPad T570,15.6,8GB,Windows 10,computer was good but i would not recommend for battery .
5086,Lenovo,Lenovo 320-15ISK (i3-6006U/4GB/1TB/GeForce,34990,Intel Core i3 6006U 2GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce 920MX ,Nvidia,No SSD,1024 GB HDD Storage,65, Upto 15 Hrs Battery Life,Lenovo 320-15ISK (i3-6006U/4GB/1TB/GeForce,15.6,4GB,Windows 10,overall this is a home run purchase and i can ' t say enough good things about the asus c302 .
5087,HP,HP Stream 14-AX000nv,30990,Intel Celeron Dual Core N3060 1.6GHz,Intel,Not Expandable,2GB, DDR4 RAM, 4.2 Ghz Processor,LED,14,Intel HD Graphics 400,Intel,32 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,HP Stream 14-AX000nv,14,2GB,Windows 10,great quality computer .
