S.No,Brand,Model_Name,Price (in Dollars),Processor_Specifications,Processor_Brand,RAM_Expandable (GB),RAM (GB),RAM_TYPE,Processor (Ghz),Display_Type,GPU,GPU_Brand,SSD Storage (GB),HDD Storage (GB),Adapter (Hz),Battery_Life,Screen_Size (inches),OS,Customer_Review,Battery_Life_Standardized
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,275.88,MediaTek Octa-core,MediaTek,0,4,DDR4,2.0,LED,Integrated Graphics,MediaTek,64,0,45, Upto 12 Hrs Battery Life,11.6,Chrome,"I Also Feel Like Apple Hides Too Much Under The Hood From The User , But I Suppose You Can Still Work Around That If You Are So Inclined .",12.0
4369,Chuwi,Chuwi LapBook 12.3,779.88,Intel Celeron Quad Core N3450 1.1GHz,Intel,0,6,DDR4,4.2,LCD,Intel HD Graphics 500,Intel,64,0,65,Upto 10 Hrs Battery Life,12.3,Windows 10,Speed : It ' S Very Fast .,10.0
4370,HP,HP ProBook 650,371.88,Intel Core i7 7820HQ 2.9GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 630,Intel,256,0,42, Upto 8.8 Hrs Battery Life,15.6,Windows 10,Ssd Hardware Issue,8.8
4371,Asus,Asus X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,779.88,Intel Core i3 7100U 2.4GHz,Intel,0,8,DDR4,4.2,LCD,Nvidia GeForce 940MX,Nvidia,0,1024,41,45W Adapter,15.6,Linux,One Day It Just Would Not Power Up .,1.4
4372,Dell,Dell Alienware 17,431.88,Intel Core i7 7820HK 2.9GHz,Intel,16,16,DDR4,2.4,LCD,Nvidia GeForce GTX 1070,Nvidia,256,1024,120,Not Specified,17.3,Windows 10,"However , It Does Feel Like A Sturdy Hinge .",
4373,Dell,Dell Inspiron 7577,431.88,Intel Core i7 7700HQ 2.8GHz,Intel,16,8,DDR4,2.4,LCD,Nvidia GeForce GTX 1050 Ti,Nvidia,128,1024,65,42W Adapter,15.6,Windows 10,"What Really Did It Was When I Tried Contacting Acer Support I Was Simply Told ` ` Try A Restart ` ` And Then ` ` Call Google , We Can ' T Help You ` ` .",1.5
4374,Dell,Dell Inspiron 5570,431.88,Intel Core i7 8550U 1.8GHz,Intel,16,8,DDR4,2.4,LCD,AMD Radeon 530,AMD,256,2024,280, Upto 7.45 Hrs Battery Life,15.6,Windows 10,"Stable , Long Battery Life , And Great Build .",7.45
4375,Dell,Dell Latitude 5480,431.88,Intel Core i7 7600U 2.8GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,70, Upto 15.5 Hrs Battery Life,14,Linux,My Father Is Very Satisfied With This Laptop,15.5
4376,HP,HP Omen 17-w207nv,371.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,12,DDR4,4.2,LED,Nvidia GeForce GTX 1070,Nvidia,256,1024,42,45W Adapter,17.3,Windows 10,"For The Backlighting , He Sent Me Some Zip Files For Atk And Chipset Which I Don ' T Know How To Use And Which I Shouldn ' T Have To Use .",1.4
4377,Mediacom,Mediacom FlexBook Edge,779.88,Intel Celeron Dual Core N3350 1.1GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics 500,Intel,32,0,65,Upto 7 Hrs Battery Life,11.6,Windows 10,If You ' Re Coming From A Pc You ' Ll Love The Battery .,7.0
4378,Samsung,Samsung Chromebook 3,1319.88,Intel Celeron Dual Core N3060 1.6GHz,Intel,0,4,LPDDR4X,2.2,LED,Intel HD Graphics 400,Intel,16,0,150, Upto 10.8 Hrs Battery Life,11.6,Chrome,The Keys And Mouse Pad Are Responsive And Comfortable To Use .,10.8
4379,Lenovo,Lenovo Thinkpad 13,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,90,Not Specified,13.3,Windows 10,"Love The Style , Aluminum Shell , 14 Inches Monitor , And Decent Resolution .",
4380,Lenovo,Lenovo IdeaPad 320s-14IKB,419.88,Intel Core i3 7130U 2.7GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,128,0,45, Upto 9.2 Hrs Battery Life,14,Windows 10,I Can ' T Get It To Work At All .,9.2
4381,Lenovo,Lenovo Thinkpad T570,419.88,Intel Core i7 7600U 2.8GHz,Intel,0,16,DDR4,2.4,LCD,Nvidia GeForce 940MX,Nvidia,512,0,65, Upto 15 Hrs Battery Life,15.6,Windows 10,It Works Great !,15.0
4382,Lenovo,Lenovo Thinkpad P51,419.88,Intel Core i7 7820HQ 2.9GHz,Intel,0,16,DDR4,2.4,LCD,Nvidia Quadro M2200M,Nvidia,512,0,65,70W Adapter,15.6,Windows 10,So $ 500 Bucks Down The Drain As I ' M Sure That Isn ' T Covered By Any Warranties .,0.9
4383,Asus,Asus Rog Strix,779.88,AMD Ryzen 1600 3.2GHz,AMD,0,8,DDR4,4.2,LCD,AMD Radeon RX 580,AMD,256,1024,45,330W Adapter,17.3,Windows 10,You Can Feel The Plastic Bending If You Pick Up The Laptop With One Hand .,0.2
4384,HP,HP 15-ra044nv (N3060/4GB/500GB/W10),371.88,Intel Celeron Dual Core N3060 1.6GHz,Intel,0,4,DDR4,4.2,LED,Intel HD Graphics 400,Intel,0,500,0,33W Adapter,15.6,Windows 10,This Makes It Uncomfortable Holding It In Tablet Mode .,2.0
4385,Google,Google Pixelbook (Core,779.88,Intel Core i7 7Y75 1.3GHz,Intel,0,16,DDR4,4.2,LCD,Intel HD Graphics 615,Intel,512,0,65,100W Adapter,12.3,Chrome,Not To Mention It Is Quite Clunky And Large .,0.7
4386,Lenovo,Lenovo ThinkPad T470s,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,24,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,512,0,240,Not Specified,14,Windows 10,"- Android Support Is Only In Beta Mode As Of February 5 , 2017 .",
4387,Asus,Asus VivoBook Max,779.88,Intel Core i5 7200U 2.5GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics 620,Intel,256,0,230, Upto 7 Hrs Battery Life,15.6,Linux,"Powers Up Immediately , Great Battery Life , Great Keyboard , Amazing Features .",7.0
4388,Lenovo,Lenovo IdeaPad 320-15AST,419.88,AMD A6-Series 9220 2.5GHz,AMD,0,8,DDR4,2.4,LCD,AMD Radeon R4,AMD,0,1024,0,Not Specified,17.3,Windows 10,It Was Nice When It Was Working .,
4389,Dell,Dell Inspiron 5570,431.88,Intel Core i5 8250U 1.6GHz,Intel,16,4,DDR4,2.4,LCD,AMD Radeon 530,AMD,256,0,65, Upto 7 Hrs Battery Life,15.6,Windows 10,Amazon Gave Me The Option Of Returning For Refund Or Trying To Have It Repaired .,7.0
4390,Lenovo,Lenovo ThinkPad X270,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,65, Upto 10 Hrs Battery Life,12.5,Windows 10,The Fingerprint Sensor Is A Nice Touch And The Color And Feel Of The Laptop Material Is Also Nice .,10.0
4391,Lenovo,Lenovo IdeaPad 320-15IAP,419.88,Intel Pentium Quad Core N4200 1.1GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 505,Intel,128,0,65,56W Adapter,15.6,Windows 10,It Feels Like A Tablet / Computer For A Child Since It ' S So Bulky And Heavy .,1.2
4392,HP,HP Omen 15-AX205na,371.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,8,DDR4,4.2,LED,Nvidia GeForce GTX 1050,Nvidia,128,1024,65,48W Adapter,15.6,Windows 10,Chrome Os Is Like The Chrome Browser + Apps Taken Up A Level .,1.4
4393,Dell,Dell Latitude 5480,431.88,Intel Core i5 7440HQ 2.8GHz,Intel,16,8,DDR4,2.4,LCD,Nvidia GeForce 930MX,Nvidia,256,0,150, Upto 6 Hrs Battery Life,14,Windows 10,Not To Mention It Is Quite Clunky And Large .,6.0
4394,Dell,Dell Precision 3520,431.88,Intel Xeon E3-1505M V6 3GHz,Intel,16,8,DDR4,2.4,LCD,Nvidia Quadro M620,Nvidia,64,1024,0,Upto 15 Hrs Battery Life,15.6,Windows 10,I Really Like How It Isn ' T Bulky .,15.0
4395,MSI,MSI GV62 7RD-1686NL,899.88,Intel Core i5 7300HQ 2.5GHz,Intel,0,8,DDR4,4.8,LCD,Nvidia GeForce GTX 1050,Nvidia,256,0,140,Not Specified,15.6,Windows 10,One Day Of Use And The Screen Turns Itself Off And Logs You Out Whenever It Feels To Do So .,
4396,Microsoft,Microsoft Surface Laptop,959.88,Intel Core i7 7660U 2.5GHz,Intel,0,16,DDR3,4.7,LCD,Intel Iris Plus Graphics 640,Intel,512,0,48,45W Adapter,13.5,Windows 10,And Not Buy Any Asus Product Again,1.4
4397,HP,HP 15-bs024nv (i5-7200U/8GB/128GB/W10),371.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 620,Intel,128,0,135, Upto 6.5 Hrs Battery Life,15.6,Windows 10,Everything From The Power Cord To The Computer Looks Brand New .,6.5
4398,Dell,Dell Precision 3520,431.88,Intel Core i7 6820HQ 2.7GHz,Intel,16,16,DDR4,2.4,LCD,Nvidia Quadro M620,Nvidia,256,0,42,41W Adapter,15.6,Windows 10,I Bought This To Save Me Money And Now I Wasted $ 700 To Still Have To Go Out And Buy A New One .,1.6
4399,HP,HP ProBook 650,371.88,Intel Core i7 7820HQ 2.9GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 620,Intel,512,0,0,Not Specified,15.6,Windows 10,"Love The Style , Aluminum Shell , 14 Inches Monitor , And Decent Resolution .",
4400,Lenovo,Lenovo ThinkPad T470,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,45,41W Adapter,14,Windows 10,I Will Give Them Props For The Build Quality .,1.6
4401,Dell,Dell Inspiron 5570,431.88,Intel Core i7 8550U 1.8GHz,Intel,16,8,DDR4,2.4,LCD,AMD Radeon 530,AMD,128,1024,65,65W Adapter,15.6,Windows 10,* Decent Selection Of Ports For Its Size,1.0
4402,Dell,Dell Inspiron 3168,431.88,Intel Pentium Quad Core N3710 1.6GHz,Intel,16,4,DDR4,2.4,LCD,Intel HD Graphics 405,Intel,0,500,0,52W Adapter,11.6,Windows 10,Battery Is All Day Amazing,1.2
4403,Dell,Dell Alienware 17,431.88,Intel Core i7 7700HQ 2.7GHz,Intel,16,8,DDR4,2.4,LCD,Nvidia GeForce GTX 1060,Nvidia,0,1024,15,Upto 7 Hrs Battery Life,17.3,Windows 10,"This Thing Boots Up , You Log In And You ' Re Ready To Go !",7.0
4404,Microsoft,Microsoft Surface Laptop,959.88,Intel Core M m3-7Y30 2.2GHz,Intel,0,4,DDR3,4.7,LCD,Intel HD Graphics 615,Intel,128,0,0, Upto 3 Hrs Battery Life,13.5,Windows 10,Everything Is Plastic .,3.0
4405,Microsoft,Microsoft Surface Laptop,959.88,Intel Core i7 7660U 2.5GHz,Intel,0,8,DDR3,4.7,LCD,Intel Iris Plus Graphics 640,Intel,256,0,65,45W Adapter,13.5,Windows 10,"Up Date Per May 13 / 2018 About Two Months Ago , The Charger Wont Work .",1.4
4406,HP,HP 17-BS092ND (i3-6006U/8GB/256GB/W10),371.88,Intel Core i3 6006U 2GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 520,Intel,256,0,45,Not Specified,17.3,Windows 10,- It Runs Hot !,
4407,Acer,Acer Aspire E5-576G,395.88,Intel Core i3 6006U 2GHz,Intel,0,4,DDR4,0.0,LED,Nvidia GeForce 940MX,Nvidia,0,1024,45,280W Adapter,15.6,Windows 10,Overall Impression : This Is A Killer Laptop For A Killer Deal !,0.2
4408,Acer,Acer TravelMate B,395.88,Intel Celeron Dual Core N3060 1.6GHz,Intel,0,4,DDR4,0.0,LED,Intel HD Graphics 400,Intel,128,0,0,240W Adapter,11.6,Windows 10,"I Almost Always Keep It Plugged In , So I Can ' T Comment On Battery Life .",0.3
4409,Asus,Asus Pro P2540UA-AB51,779.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,4.2,LCD,Intel HD Graphics 620,Intel,0,1024,150,30W Adapter,15.6,Windows 10,The Processor Is Very Snappy And Will Likely Never Be An Issue For Anything A Normal Chromebook User Would Need It For .,2.2
4410,Lenovo,Lenovo IdeaPad 510s-14IKB,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,2.4,LCD,AMD Radeon R7 M460,AMD,512,0,180,Not Specified,14,DOS,Update : Device Now Has Full Support For The Play Store On The Beta Channel .,
4411,Lenovo,Lenovo Thinkpad P51,419.88,Intel Core i7 7820HQ 2.9GHz,Intel,0,8,DDR4,2.4,LCD,Nvidia Quadro M2200M,Nvidia,256,0,65,65W Adapter,15.6,Windows 10,The Design Is Very Cool .,1.0
4412,Asus,Asus X541NA-PD1003Y (N4200/4GB/500GB/W10),779.88,Intel Pentium Quad Core N4200 1.1GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics 500,Intel,0,500,65, Upto 6 Hrs Battery Life,15.6,Windows 10,We Purchased 6 Of These Chromebooks For Our Organization And They Work Very Well .,6.0
4413,Acer,Acer Aspire 5,395.88,Intel Core i3 6006U 2GHz,Intel,0,4,DDR4,0.0,LED,Nvidia GeForce GTX 940MX,Nvidia,0,500,65,52.5W Adapter,15.6,Windows 10,"If You Are Indifferent About The Screen , Do Not Buy This !",1.2
4414,Dell,Dell Inspiron 5570,431.88,Intel Core i5 8250U 1.6GHz,Intel,16,8,DDR4,2.4,LCD,AMD Radeon 530,AMD,0,2024,41, Upto 7 Hrs Battery Life,15.6,Windows 10,Now The Curser / Track Pad Is Gone .,7.0
4415,HP,HP Omen 17-an006nv,371.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,12,DDR4,4.2,LED,Nvidia GeForce GTX 1060,Nvidia,0,1024,45,65W Adapter,17.3,Windows 10,- The Build Quality Is Great But Not Necessarily Impressive .,1.0
4416,Lenovo,Lenovo Thinkpad T460s,419.88,Intel Core i7 6600U 2.6GHz,Intel,0,12,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,256,0,65,Upto 8 Hrs Battery Life,14,Windows 10,So One Star Off For The Keyboard .,8.0
4417,HP,HP Spectre x360,371.88,Intel Core i7 8550U 1.8GHz,Intel,0,8,DDR4,4.2,LED,Intel UHD Graphics 620,Intel,512,0,65,35W Adapter,13.3,Windows 10,The Keys Feel Nice And Responsive However The Mouse Pad Is A Little Over Responsive .,1.9
4418,HP,HP ZBook 15u,371.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,4.2,LED,AMD FirePro W4190M ,AMD,0,500,58, Upto 10 Hrs Battery Life,15.6,Windows 10,Less Of A Fault Of The Much Lauded Diving Board And More A Factor Of The Very Well Designed New Hardware .,10.0
4419,Google,Google Pixelbook (Core,779.88,Intel Core i5 7Y57 1.2GHz,Intel,0,8,DDR4,4.2,LCD,Intel HD Graphics 615,Intel,128,0,41,65W Adapter,12.3,Chrome,"Sometimes They Felt A Bit Half - Baked , But I Loved The Idea , And The Keyboard Made A World Of Difference In What You Could Do With That Tablet .",1.0
4420,Dell,Dell Latitude 7390,431.88,Intel Core i5 8250U 1.6GHz,Intel,16,8,DDR4,2.4,LCD,Intel UHD Graphics 620,Intel,256,0,65,45W Adapter,13.3,Windows 10,2 ) Slow Start Up And Performance Given,1.4
4421,Asus,Asus ZenBook Pro,779.88,Intel Core i7 6700HQ 2.6GHz,Intel,0,12,DDR4,4.2,LCD,Intel HD Graphics 530,Intel,128,1024,41,65W Adapter,15.6,Windows 10,"However , The Bluetooth Is A Nightmare .",1.0
4422,Dell,Dell Latitude E5470,431.88,Intel Core i3 6100U 2.3GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,128,0,150, Upto 7 Hrs Battery Life,14,Windows 10,"' What A Bunch Of Whiners , ' I Concluded About All The People Who Slammed The Keyboard .",7.0
4423,Dell,Dell Precision M5520,431.88,Intel Core i7 7700HQ 2.8GHz,Intel,16,8,DDR4,2.4,LCD,Nvidia Quadro M1200,Nvidia,256,0,0,Upto 6.5 Hrs Battery Life,15.6,Windows 10,And The Blue Mail Email App Handles My Multiple Emails From Multiple Domains .,6.5
4424,Lenovo,Lenovo Thinkpad T470,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,180,0,76,65W Adapter,14,Windows 10,Works Great .,1.0
4425,Dell,Dell Inspiron 3576,431.88,Intel Core i5 8250U 1.6GHz,Intel,16,8,DDR4,2.4,LCD,AMD Radeon 520,AMD,0,1024,45,65W Adapter,15.6,Windows 10,No Problems With This Computer .,1.0
4426,Toshiba,Toshiba Portege X30-D-10J,779.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,4.2,LCD,Intel HD Graphics 620,Intel,256,0,0,65W Adapter,13.3,Windows 10,After About 60 Days Use The Power Adapter / Charger Stopped Working .,1.0
4427,Dell,Dell Inspiron 7570,431.88,Intel Core i7 8550U 1.8GHz,Intel,16,8,DDR4,2.4,LCD,Nvidia GeForce 940MX,Nvidia,512,0,0,45W Adapter,15.6,Windows 10,I Just Wanted To Make It Known My Personal Experiences With The Device .,1.4
4428,Dell,Dell Vostro 3568,431.88,Intel Core i3 7100U 2.4GHz,Intel,16,4,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,1024,0,Not Specified,15.6,Windows 10,It ' S A Lot Of Good For A Comparatively Cheap Price .,
4429,HP,HP ProBook 430,371.88,Intel Core i5 8250U 1.6GHz,Intel,0,4,DDR4,4.2,LED,Intel UHD Graphics 620,Intel,128,0,41,Not Specified,13.3,Windows 10,"Very Very Very Very Weak Battery And The Play Store Is A Joke , This Thing Still Needs A Lot Of Work To Become A Serious Product .",
4430,Chuwi,"Chuwi Lapbook 15,6",779.88,Intel Atom x5-Z8350 1.44GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics,Intel,64,0,41, Upto 12 Hrs Battery Life,15.6,Windows 10,"After A Week Of Use , I Can Safely Say It Is The Most Impressive Chromebook I Have Used To - Date .",12.0
4431,Lenovo,Lenovo ThinkPad E570,419.88,Intel Core i3 6006U 2.0GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,128,0,65,65W Adapter,15.6,Windows 10,"If It Is Indeed A Software Thing And It ' S Fixed , I Would Highly Recommend This Device .",1.0
4432,Lenovo,Lenovo ThinkPad E480,419.88,Intel Core i5 8250U 1.6GHz,Intel,0,8,DDR4,2.4,LCD,Intel UHD Graphics 620,Intel,256,0,280,45W Adapter,14,Windows 10,I Noticed The Battery Went Down To 67 % For No Reason .,1.4
4433,Dell,Dell Precision 3520,431.88,Intel Core i7 6820HQ 2.7GHz,Intel,16,16,DDR4,2.4,LCD,Nvidia Quadro M620,Nvidia,512,0,0,65W Adapter,15.6,Windows 10,This Is My First Macbook Pro I ' M Impress !,1.0
4434,Dell,Dell XPS 15,431.88,Intel Core i7 7700HQ 2.8GHz,Intel,16,16,DDR4,2.4,LCD,Nvidia GeForce GTX 1050,Nvidia,512,0,90, Upto 5.8 Hrs Battery Life,15.6,Windows 10,I Absolutely Love This Chromebook !,5.8
4435,Lenovo,Lenovo Thinkpad X270,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,16,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,512,0,45,200W Adapter,12.5,Windows 10,Works Like A Charm And The Retina Display Is Super Gorgeous .,0.3
4436,Asus,Asus Zenbook UX390UA,779.88,Intel Core i7 7500U 2.7GHz,Intel,0,16,DDR4,4.2,LCD,Intel HD Graphics 620,Intel,512,0,0, Upto 6 Hrs Battery Life,12.5,Windows 10,It Integrates Perfectly With My Google Account !,6.0
4437,Lenovo,Lenovo Thinkpad E570,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,2.4,LCD,Nvidia GeForce 940MX,Nvidia,256,0,0,65W Adapter,15.6,Windows 10,Operational Speed - - Likely The Fastest Laptop I Have Ever Used ( For Basic Functions ) .,1.0
4438,Toshiba,Toshiba Portege X30-D-10L,779.88,Intel Core i7 7500U 2.7GHz,Intel,0,32,DDR4,4.2,LCD,Intel HD Graphics 620,Intel,512,0,33,65W Adapter,13.3,Windows 10,#Name?,1.0
4439,Asus,Asus VivoBook Pro,779.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,8,DDR4,4.2,LCD,Nvidia GeForce GTX 1050,Nvidia,128,1024,0, Upto 3 Hrs Battery Life,15.6,Windows 10,The Large Screen And Integral Numeric Pad Are Exactly What I Need To Easily Process Documents .,3.0
4440,Acer,Acer Aspire 5,395.88,AMD A10-Series 9620P 2.5GHz,AMD,0,8,DDR4,0.0,LED,AMD Radeon RX 540,AMD,0,1024,200,45W Adapter,15.6,Windows 10,"However , 1 ) The Speakers On This Thing Are Horrible .",1.4
4441,Asus,Asus Rog G752VL-UH71T,779.88,Intel Core i7 6700HQ 2.6GHz,Intel,0,24,DDR4,4.2,LCD,Nvidia GeForce GTX 965M,Nvidia,256,1024,45, Upto 18 Hrs Battery Life,17.3,Windows 10,As A Refurbished Item It Was Indistinguishable From A New Item .,18.0
4442,Lenovo,Lenovo Thinkpad X260,419.88,Intel Core i5 6200U 2.3GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,180,0,35,135W Adapter,12.5,Windows 10,Horrible Way To Run A Company So I Returned The Item .,0.5
4443,Lenovo,Lenovo Ideapad 520-15IKBR,419.88,Intel Core i7 8550U 1.8GHz,Intel,0,8,DDR4,2.4,LCD,Intel UHD Graphics 620,Intel,256,0,0,Not Specified,15.6,Windows 10,There Is Nothing I Can ' T Do On This Amazing Thing .,
4444,HP,HP EliteBook 840,371.88,Intel Core i7 7600U 2.8GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 620,Intel,1024,0,65,65W Adapter,14,Windows 10,The Screen Display Isn ' T Bright At All !,1.0
4445,Lenovo,Lenovo ThinkPad 13,419.88,Intel Core i3 7100U 2.4GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,45,135W Adapter,13.3,Windows 10,"I Chose This Device Because Of Its Power , App Store , And A Few Other Features Trading Off The Option For An Onboard Stylus And Improved Screen Resolution .",0.5
4446,Lenovo,Lenovo ThinkPad L570,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,230,65W Adapter,15.6,Windows 10,It Is Working Really Well .,1.0
4447,Asus,Asus VivoBook E201NA,779.88,Intel Celeron Dual Core N3350 1.1GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics 500,Intel,64,0,65,Not Specified,11.6,Windows 10,To Get The Features Like This Good Luck .,
4448,HP,HP 15-BS026nv (i5-7200U/8GB/256GB/Radeon,371.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,4.2,LED,AMD Radeon 520,AMD,256,0,65,150W Adapter,15.6,Windows 10,"This Product Is Built Well , But It Won ' T Run The One Android App I Hoped It Would Run , And For Whatever Reason The App And Os Update Download Speeds Are Abysmal .",0.4
4449,Lenovo,Lenovo Yoga 920-13IKB,419.88,Intel Core i5 8250U 1.6GHz,Intel,0,8,DDR4,2.4,LCD,Intel UHD Graphics 620,Intel,256,0,0,65W Adapter,13.9,Windows 10,"Completely Aggravated , Sending This Crap Back As Soon As I Hear From Them .",1.0
4450,Lenovo,Lenovo IdeaPad 320-14IAP,419.88,Intel Celeron Dual Core N3350 1.1GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 500,Intel,0,500,0,45W Adapter,14,Windows 10,"Everytime The Charger Is On The Laptop , My Left Wrist Will Always Get Stung When It Touches The Side Of The Chassis .",1.4
4451,Lenovo,Lenovo Chromebook N23,419.88,Intel Celeron Dual Core N3060 1.6GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 400,Intel,16,0,65,Not Specified,11.6,Chrome,I Don ' T Use It As Much In Tablet Mode As I Thought As It Is A Little Heavy When In That Configuration .,
4452,Lenovo,Lenovo ThinkPad 13,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,45,41W Adapter,13.3,Windows 10,The Overall Design Is Sleek And Pleasing To Look At And Hold .,1.6
4453,Asus,Asus ZenBook UX510UX-CN211T,779.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,4.2,LCD,Intel HD Graphics 620,Intel,256,1024,65,Not Specified,15.6,Windows 10,No Complaints Here .,
4454,Acer,Acer Aspire A515-51G-59QF,395.88,Intel Core i5 8250U 1.6GHz,Intel,0,4,DDR4,0.0,LED,Nvidia GeForce MX150,Nvidia,0,1024,0,65W Adapter,15.6,Windows 10,Something About Os X Running With A High Resolution Display Just Looks Classy In A Way That A Windows Computer Could Never Match .,1.0
4455,HP,HP Envy 13-AB002nv,371.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 620,Intel,512,0,65, Upto 10 Hrs Battery Life,13.3,Windows 10,"I Thought That It Wouldn ' T Make Any Difference , But It Does On Games",10.0
4456,Dell,Dell XPS 13,431.88,Intel Core i5 7200U 2.5GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,128,0,65,200W Adapter,13.3,Windows 10,It ' S All About Google But My Kids Really Like It .,0.3
4457,Dell,Dell Vostro 5568,431.88,Intel Core i5 7200U 2.5GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,1024,65,65W Adapter,15.6,Windows 10,The 4Gb / 32Gb Version Is Fast And Smooth And Has Enough Storage Space For Your Work Documents And E - Books For Ready Access When No Internet Is Available .,1.0
4458,Dell,Dell Inspiron 5570,431.88,Intel Core i7 8550U 1.8GHz,Intel,16,16,DDR4,2.4,LCD,AMD Radeon 530,AMD,256,2024,0, Upto 12 Hrs Battery Life,15.6,Windows 10,This Issue Happens More Frequently When Using Netflix ( App Or Through Chrome Browser ) .,12.0
4459,Xiaomi,Xiaomi Mi Notebook,295.704,Intel Core i7 8550U 1.8GHz,Intel,0,16,DDR4,1.6,LED,Nvidia GeForce MX150,Nvidia,256,0,230,65W Adapter,15.6,DOS,If This Guy Is In Your Price Range - Just Buy It And Get It Over With .,1.0
4460,Asus,Asus VivoBook E12,779.88,Intel Celeron Dual Core N3350 1.1GHz,Intel,0,2,DDR4,4.2,LCD,Intel HD Graphics 500,Intel,32,0,0, Upto 10 Hrs Battery Life,11.6,Windows 10,I ' M Very Disappointed With My Purchase,10.0
4461,HP,HP 15-bs190od (i5-8250U/4GB/1TB/W10),371.88,Intel Core i5 8250U 1.6GHz,Intel,0,4,DDR4,4.2,LED,Intel UHD Graphics 620,Intel,0,1024,45,200W Adapter,15.6,Windows 10,"However , After Having The Computer For About 4 Months It Suddenly Died One Day And Would Not Turn On .",0.3
4462,Asus,Asus ROG Zephyrus,779.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,24,DDR4,4.2,LCD,Nvidia GeForce GTX1080,Nvidia,512,0,65,65W Adapter,15.6,Windows 10,It Is Very Helpful And It Is Very Fast .,1.0
4463,HP,HP Probook 450,371.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,4.2,LED,Nvidia GeForce 930MX,Nvidia,256,0,65,135W Adapter,15.6,Windows 10,Bought This For Web Surfing At Home .,0.5
